BASE	ACTUAL	PREDICT	COUNTRY	REGION	DIVISION	PRODTYPE	PRODUCT	QUARTER	YEAR	MONTH	STATE	COUNTY	MONYR	DATE
2	$84.08	$138.62	U.S.A.			FURNITURE	BED	4	1997	Dec	Illinois	Adams	Dec1997	
2	$117.00	$131.31	U.S.A.			OFFICE	CHAIR	1	1997	Jan	Illinois	Adams	Jan1997	
2	$109.00	$119.23	U.S.A.			OFFICE	CHAIR	1	1997	Feb	Illinois	Adams	Feb1997	
2	$53.00	$59.77	U.S.A.			OFFICE	CHAIR	1	1997	Mar	Illinois	Adams	Mar1997	
2	$78.23	$122.46	U.S.A.			OFFICE	CHAIR	2	1997	Apr	Illinois	Adams	Apr1997	
2	$126.15	$45.69	U.S.A.			OFFICE	CHAIR	2	1997	May	Illinois	Adams	May1997	
2	$79.46	$57.85	U.S.A.			OFFICE	CHAIR	2	1997	Jun	Illinois	Adams	Jun1997	
2	$32.46	$59.85	U.S.A.			OFFICE	CHAIR	3	1997	Jul	Illinois	Adams	Jul1997	
2	$43.69	$60.31	U.S.A.			OFFICE	CHAIR	3	1997	Aug	Illinois	Adams	Aug1997	
2	$37.46	$137.54	U.S.A.			OFFICE	CHAIR	3	1997	Sep	Illinois	Adams	Sep1997	
2	$71.08	$73.77	U.S.A.			OFFICE	CHAIR	4	1997	Oct	Illinois	Adams	Oct1997	
2	$63.85	$20.38	U.S.A.			OFFICE	CHAIR	4	1997	Nov	Illinois	Adams	Nov1997	
2	$0.31	$47.92	U.S.A.			OFFICE	CHAIR	4	1997	Dec	Illinois	Adams	Dec1997	
2	$117.00	$83.54	U.S.A.			OFFICE	DESK	1	1997	Jan	Illinois	Adams	Jan1997	
2	$138.00	$154.23	U.S.A.			OFFICE	DESK	1	1997	Feb	Illinois	Adams	Feb1997	
2	$114.38	$133.31	U.S.A.			OFFICE	DESK	1	1997	Mar	Illinois	Adams	Mar1997	
2	$153.92	$69.38	U.S.A.			OFFICE	DESK	2	1997	Apr	Illinois	Adams	Apr1997	
2	$70.69	$66.77	U.S.A.			OFFICE	DESK	2	1997	May	Illinois	Adams	May1997	
2	$148.46	$142.85	U.S.A.			OFFICE	DESK	2	1997	Jun	Illinois	Adams	Jun1997	
2	$9.23	$71.31	U.S.A.			OFFICE	DESK	3	1997	Jul	Illinois	Adams	Jul1997	
2	$58.00	$153.38	U.S.A.			OFFICE	DESK	3	1997	Aug	Illinois	Adams	Aug1997	
2	$34.92	$140.54	U.S.A.			OFFICE	DESK	3	1997	Sep	Illinois	Adams	Sep1997	
2	$86.62	$155.15	U.S.A.			OFFICE	DESK	4	1997	Oct	Illinois	Adams	Oct1997	
2	$31.69	$126.54	U.S.A.			OFFICE	DESK	4	1997	Nov	Illinois	Adams	Nov1997	
2	$145.23	$9.23	U.S.A.			OFFICE	DESK	4	1997	Dec	Illinois	Adams	Dec1997	
2	$134.85	$144.54	U.S.A.			FURNITURE	SOFA	1	1997	Jan	Illinois	Adams	Jan1997	
2	$51.54	$3.23	U.S.A.			FURNITURE	SOFA	1	1997	Feb	Illinois	Adams	Feb1997	
2	$77.00	$36.15	U.S.A.			FURNITURE	SOFA	1	1997	Mar	Illinois	Adams	Mar1997	
2	$47.46	$139.23	U.S.A.			FURNITURE	SOFA	2	1997	Apr	Illinois	Adams	Apr1997	
2	$39.38	$36.54	U.S.A.			FURNITURE	SOFA	2	1997	May	Illinois	Adams	May1997	
2	$70.38	$154.62	U.S.A.			FURNITURE	SOFA	2	1997	Jun	Illinois	Adams	Jun1997	
2	$77.92	$114.46	U.S.A.			FURNITURE	SOFA	3	1997	Jul	Illinois	Adams	Jul1997	
2	$46.31	$140.62	U.S.A.			FURNITURE	SOFA	3	1997	Aug	Illinois	Adams	Aug1997	
2	$27.15	$42.77	U.S.A.			FURNITURE	SOFA	3	1997	Sep	Illinois	Adams	Sep1997	
2	$35.62	$121.62	U.S.A.			FURNITURE	SOFA	4	1997	Oct	Illinois	Adams	Oct1997	
2	$37.46	$72.54	U.S.A.			FURNITURE	SOFA	4	1997	Nov	Illinois	Adams	Nov1997	
2	$33.69	$59.23	U.S.A.			FURNITURE	SOFA	4	1997	Dec	Illinois	Adams	Dec1997	
2	$153.69	$142.31	U.S.A.			FURNITURE	BED	1	1997	Jan	Illinois	Adams	Jan1997	
2	$39.69	$92.46	U.S.A.			FURNITURE	BED	1	1997	Feb	Illinois	Adams	Feb1997	
2	$64.23	$60.31	U.S.A.			FURNITURE	BED	1	1997	Mar	Illinois	Adams	Mar1997	
2	$46.31	$112.54	U.S.A.			FURNITURE	BED	2	1997	Apr	Illinois	Adams	Apr1997	
2	$4.23	$12.62	U.S.A.			FURNITURE	BED	2	1997	May	Illinois	Adams	May1997	
2	$79.85	$115.85	U.S.A.			FURNITURE	BED	2	1997	Jun	Illinois	Adams	Jun1997	
2	$115.00	$75.62	U.S.A.			FURNITURE	BED	3	1997	Jul	Illinois	Adams	Jul1997	
2	$36.23	$78.85	U.S.A.			FURNITURE	BED	3	1997	Aug	Illinois	Adams	Aug1997	
2	$153.46	$157.62	U.S.A.			FURNITURE	BED	3	1997	Sep	Illinois	Adams	Sep1997	
2	$50.54	$141.85	U.S.A.			FURNITURE	BED	4	1997	Oct	Illinois	Adams	Oct1997	
2	$117.23	$110.08	U.S.A.			FURNITURE	BED	4	1997	Nov	Illinois	Adams	Nov1997	
2	$40.85	$96.54	U.S.A.			FURNITURE	BED	4	1997	Dec	Illinois	Adams	Dec1997	
2	$63.77	$69.77	U.S.A.			OFFICE	CHAIR	1	1997	Jan	Illinois	Adams	Jan1997	
2	$77.08	$7.54	U.S.A.			OFFICE	CHAIR	1	1997	Feb	Illinois	Adams	Feb1997	
2	$123.54	$69.15	U.S.A.			OFFICE	CHAIR	1	1997	Mar	Illinois	Adams	Mar1997	
2	$67.85	$146.08	U.S.A.			OFFICE	CHAIR	2	1997	Apr	Illinois	Adams	Apr1997	
2	$58.54	$145.69	U.S.A.			OFFICE	CHAIR	2	1997	May	Illinois	Adams	May1997	
2	$25.54	$23.62	U.S.A.			OFFICE	CHAIR	2	1997	Jun	Illinois	Adams	Jun1997	
2	$54.08	$9.38	U.S.A.			OFFICE	CHAIR	3	1997	Jul	Illinois	Adams	Jul1997	
2	$146.46	$10.23	U.S.A.			OFFICE	CHAIR	3	1997	Aug	Illinois	Adams	Aug1997	
2	$91.54	$112.15	U.S.A.			OFFICE	CHAIR	3	1997	Sep	Illinois	Adams	Sep1997	
2	$138.62	$110.46	U.S.A.			OFFICE	CHAIR	4	1997	Oct	Illinois	Adams	Oct1997	
2	$111.54	$86.00	U.S.A.			OFFICE	CHAIR	4	1997	Nov	Illinois	Adams	Nov1997	
2	$69.85	$97.31	U.S.A.			OFFICE	CHAIR	4	1997	Dec	Illinois	Adams	Dec1997	
2	$80.15	$79.54	U.S.A.			OFFICE	DESK	1	1997	Jan	Illinois	Adams	Jan1997	
2	$109.31	$12.54	U.S.A.			OFFICE	DESK	1	1997	Feb	Illinois	Adams	Feb1997	
2	$110.00	$114.31	U.S.A.			OFFICE	DESK	1	1997	Mar	Illinois	Adams	Mar1997	
2	$144.85	$58.62	U.S.A.			OFFICE	DESK	2	1997	Apr	Illinois	Adams	Apr1997	
2	$93.69	$55.85	U.S.A.			OFFICE	DESK	2	1997	May	Illinois	Adams	May1997	
2	$35.85	$153.23	U.S.A.			OFFICE	DESK	2	1997	Jun	Illinois	Adams	Jun1997	
2	$19.69	$49.23	U.S.A.			OFFICE	DESK	3	1997	Jul	Illinois	Adams	Jul1997	
2	$78.31	$16.77	U.S.A.			OFFICE	DESK	3	1997	Aug	Illinois	Adams	Aug1997	
2	$99.92	$44.54	U.S.A.			OFFICE	DESK	3	1997	Sep	Illinois	Adams	Sep1997	
2	$66.77	$4.85	U.S.A.			OFFICE	DESK	4	1997	Oct	Illinois	Adams	Oct1997	
2	$41.69	$113.85	U.S.A.			OFFICE	DESK	4	1997	Nov	Illinois	Adams	Nov1997	
2	$60.85	$29.08	U.S.A.			OFFICE	DESK	4	1997	Dec	Illinois	Adams	Dec1997	
2	$130.23	$114.77	U.S.A.			FURNITURE	SOFA	1	1997	Jan	Illinois	Adams	Jan1997	
2	$95.15	$116.31	U.S.A.			FURNITURE	SOFA	1	1997	Feb	Illinois	Adams	Feb1997	
2	$83.23	$115.85	U.S.A.			FURNITURE	SOFA	1	1997	Mar	Illinois	Adams	Mar1997	
2	$100.38	$67.54	U.S.A.			FURNITURE	SOFA	2	1997	Apr	Illinois	Adams	Apr1997	
2	$145.23	$155.31	U.S.A.			FURNITURE	SOFA	2	1997	May	Illinois	Adams	May1997	
2	$48.54	$159.69	U.S.A.			FURNITURE	SOFA	2	1997	Jun	Illinois	Adams	Jun1997	
2	$149.85	$105.38	U.S.A.			FURNITURE	SOFA	3	1997	Jul	Illinois	Adams	Jul1997	
2	$109.62	$102.54	U.S.A.			FURNITURE	SOFA	3	1997	Aug	Illinois	Adams	Aug1997	
2	$75.23	$84.69	U.S.A.			FURNITURE	SOFA	3	1997	Sep	Illinois	Adams	Sep1997	
2	$46.38	$136.77	U.S.A.			FURNITURE	SOFA	4	1997	Oct	Illinois	Adams	Oct1997	
2	$32.46	$15.77	U.S.A.			FURNITURE	SOFA	4	1997	Nov	Illinois	Adams	Nov1997	
2	$91.08	$49.08	U.S.A.			FURNITURE	SOFA	4	1997	Dec	Illinois	Adams	Dec1997	
2	$104.15	$53.77	U.S.A.			FURNITURE	BED	1	1997	Jan	Illinois	Adams	Jan1997	
2	$154.62	$90.08	U.S.A.			FURNITURE	BED	1	1997	Feb	Illinois	Adams	Feb1997	
2	$142.15	$32.77	U.S.A.			FURNITURE	BED	1	1997	Mar	Illinois	Adams	Mar1997	
2	$113.38	$10.31	U.S.A.			FURNITURE	BED	2	1997	Apr	Illinois	Adams	Apr1997	
2	$69.69	$31.38	U.S.A.			FURNITURE	BED	2	1997	May	Illinois	Adams	May1997	
2	$104.62	$133.38	U.S.A.			FURNITURE	BED	2	1997	Jun	Illinois	Adams	Jun1997	
2	$96.31	$112.23	U.S.A.			FURNITURE	BED	3	1997	Jul	Illinois	Adams	Jul1997	
2	$38.54	$88.62	U.S.A.			FURNITURE	BED	3	1997	Aug	Illinois	Adams	Aug1997	
2	$91.69	$0.69	U.S.A.			FURNITURE	BED	3	1997	Sep	Illinois	Adams	Sep1997	
2	$8.77	$53.92	U.S.A.			FURNITURE	BED	4	1997	Oct	Illinois	Adams	Oct1997	
2	$65.85	$28.46	U.S.A.			FURNITURE	BED	4	1997	Nov	Illinois	Adams	Nov1997	
2	$147.31	$108.62	U.S.A.			FURNITURE	BED	4	1997	Dec	Illinois	Adams	Dec1997	
2	$18.62	$80.85	U.S.A.			OFFICE	CHAIR	1	1997	Jan	Illinois	Adams	Jan1997	
2	$59.92	$45.23	U.S.A.			OFFICE	CHAIR	1	1997	Feb	Illinois	Adams	Feb1997	
2	$50.46	$14.15	U.S.A.			OFFICE	CHAIR	1	1997	Mar	Illinois	Adams	Mar1997	
2	$74.54	$7.54	U.S.A.			OFFICE	CHAIR	2	1997	Apr	Illinois	Adams	Apr1997	
2	$39.69	$9.23	U.S.A.			OFFICE	CHAIR	2	1997	May	Illinois	Adams	May1997	
2	$88.85	$117.15	U.S.A.			OFFICE	CHAIR	2	1997	Jun	Illinois	Adams	Jun1997	
2	$113.23	$43.62	U.S.A.			OFFICE	CHAIR	3	1997	Jul	Illinois	Adams	Jul1997	
2	$83.69	$59.62	U.S.A.			OFFICE	CHAIR	3	1997	Aug	Illinois	Adams	Aug1997	
2	$24.08	$129.15	U.S.A.			OFFICE	CHAIR	3	1997	Sep	Illinois	Adams	Sep1997	
2	$148.85	$54.77	U.S.A.			OFFICE	CHAIR	4	1997	Oct	Illinois	Adams	Oct1997	
2	$65.31	$0.23	U.S.A.			OFFICE	CHAIR	4	1997	Nov	Illinois	Adams	Nov1997	
2	$47.38	$47.62	U.S.A.			OFFICE	CHAIR	4	1997	Dec	Illinois	Adams	Dec1997	
2	$26.08	$132.92	U.S.A.			OFFICE	DESK	1	1997	Jan	Illinois	Adams	Jan1997	
2	$102.38	$27.69	U.S.A.			OFFICE	DESK	1	1997	Feb	Illinois	Adams	Feb1997	
2	$95.00	$48.23	U.S.A.			OFFICE	DESK	1	1997	Mar	Illinois	Adams	Mar1997	
2	$145.46	$69.31	U.S.A.			OFFICE	DESK	2	1997	Apr	Illinois	Adams	Apr1997	
2	$23.85	$142.54	U.S.A.			OFFICE	DESK	2	1997	May	Illinois	Adams	May1997	
2	$148.77	$108.69	U.S.A.			OFFICE	DESK	2	1997	Jun	Illinois	Adams	Jun1997	
2	$150.23	$55.62	U.S.A.			OFFICE	DESK	3	1997	Jul	Illinois	Adams	Jul1997	
2	$155.08	$161.62	U.S.A.			OFFICE	DESK	3	1997	Aug	Illinois	Adams	Aug1997	
2	$33.08	$47.92	U.S.A.			OFFICE	DESK	3	1997	Sep	Illinois	Adams	Sep1997	
2	$118.69	$52.23	U.S.A.			OFFICE	DESK	4	1997	Oct	Illinois	Adams	Oct1997	
2	$65.54	$152.15	U.S.A.			OFFICE	DESK	4	1997	Nov	Illinois	Adams	Nov1997	
2	$6.31	$35.23	U.S.A.			OFFICE	DESK	4	1997	Dec	Illinois	Adams	Dec1997	
2	$129.85	$131.38	U.S.A.			FURNITURE	SOFA	1	1997	Jan	Illinois	Adams	Jan1997	
2	$52.69	$110.54	U.S.A.			FURNITURE	SOFA	1	1997	Feb	Illinois	Adams	Feb1997	
2	$138.85	$82.85	U.S.A.			FURNITURE	SOFA	1	1997	Mar	Illinois	Adams	Mar1997	
2	$3.08	$41.08	U.S.A.			FURNITURE	SOFA	2	1997	Apr	Illinois	Adams	Apr1997	
2	$70.46	$61.15	U.S.A.			FURNITURE	SOFA	2	1997	May	Illinois	Adams	May1997	
2	$104.08	$106.77	U.S.A.			FURNITURE	SOFA	2	1997	Jun	Illinois	Adams	Jun1997	
2	$58.00	$73.38	U.S.A.			FURNITURE	SOFA	3	1997	Jul	Illinois	Adams	Jul1997	
2	$75.77	$107.08	U.S.A.			FURNITURE	SOFA	3	1997	Aug	Illinois	Adams	Aug1997	
2	$120.08	$47.23	U.S.A.			FURNITURE	SOFA	3	1997	Sep	Illinois	Adams	Sep1997	
2	$35.77	$73.38	U.S.A.			FURNITURE	SOFA	4	1997	Oct	Illinois	Adams	Oct1997	
2	$14.00	$131.00	U.S.A.			FURNITURE	SOFA	4	1997	Nov	Illinois	Adams	Nov1997	
2	$26.46	$72.62	U.S.A.			FURNITURE	SOFA	4	1997	Dec	Illinois	Adams	Dec1997	
2	$46.15	$107.92	U.S.A.			FURNITURE	BED	1	1997	Jan	Illinois	Adams	Jan1997	
2	$144.54	$109.69	U.S.A.			FURNITURE	BED	1	1997	Feb	Illinois	Adams	Feb1997	
2	$25.31	$117.77	U.S.A.			FURNITURE	BED	1	1997	Mar	Illinois	Adams	Mar1997	
2	$38.15	$4.08	U.S.A.			FURNITURE	BED	2	1997	Apr	Illinois	Adams	Apr1997	
2	$53.15	$85.23	U.S.A.			FURNITURE	BED	2	1997	May	Illinois	Adams	May1997	
2	$124.69	$44.23	U.S.A.			FURNITURE	BED	2	1997	Jun	Illinois	Adams	Jun1997	
2	$114.15	$27.00	U.S.A.			FURNITURE	BED	3	1997	Jul	Illinois	Adams	Jul1997	
2	$62.08	$117.85	U.S.A.			FURNITURE	BED	3	1997	Aug	Illinois	Adams	Aug1997	
2	$111.85	$19.62	U.S.A.			FURNITURE	BED	3	1997	Sep	Illinois	Adams	Sep1997	
2	$98.62	$76.69	U.S.A.			FURNITURE	BED	4	1997	Oct	Illinois	Adams	Oct1997	
2	$2.38	$91.23	U.S.A.			FURNITURE	BED	4	1997	Nov	Illinois	Adams	Nov1997	
2	$2.54	$158.54	U.S.A.			FURNITURE	BED	4	1997	Dec	Illinois	Adams	Dec1997	
2	$47.31	$123.62	U.S.A.			OFFICE	CHAIR	1	1997	Jan	Illinois	Adams	Jan1997	
2	$83.77	$35.00	U.S.A.			OFFICE	CHAIR	1	1997	Feb	Illinois	Adams	Feb1997	
2	$129.46	$161.77	U.S.A.			OFFICE	CHAIR	1	1997	Mar	Illinois	Adams	Mar1997	
2	$37.15	$72.15	U.S.A.			OFFICE	CHAIR	2	1997	Apr	Illinois	Adams	Apr1997	
2	$142.23	$54.69	U.S.A.			OFFICE	CHAIR	2	1997	May	Illinois	Adams	May1997	
2	$32.08	$35.62	U.S.A.			OFFICE	CHAIR	2	1997	Jun	Illinois	Adams	Jun1997	
2	$15.62	$61.31	U.S.A.			OFFICE	CHAIR	3	1997	Jul	Illinois	Adams	Jul1997	
2	$36.15	$95.54	U.S.A.			OFFICE	CHAIR	3	1997	Aug	Illinois	Adams	Aug1997	
2	$105.54	$49.08	U.S.A.			OFFICE	CHAIR	3	1997	Sep	Illinois	Adams	Sep1997	
2	$115.31	$66.62	U.S.A.			OFFICE	CHAIR	4	1997	Oct	Illinois	Adams	Oct1997	
2	$26.15	$152.77	U.S.A.			OFFICE	CHAIR	4	1997	Nov	Illinois	Adams	Nov1997	
2	$48.38	$0.62	U.S.A.			OFFICE	CHAIR	4	1997	Dec	Illinois	Adams	Dec1997	
2	$33.15	$98.85	U.S.A.			OFFICE	DESK	1	1997	Jan	Illinois	Adams	Jan1997	
2	$33.85	$9.46	U.S.A.			OFFICE	DESK	1	1997	Feb	Illinois	Adams	Feb1997	
2	$7.08	$123.85	U.S.A.			OFFICE	DESK	1	1997	Mar	Illinois	Adams	Mar1997	
2	$96.08	$63.92	U.S.A.			OFFICE	DESK	2	1997	Apr	Illinois	Adams	Apr1997	
2	$89.08	$151.69	U.S.A.			OFFICE	DESK	2	1997	May	Illinois	Adams	May1997	
2	$155.77	$147.62	U.S.A.			OFFICE	DESK	2	1997	Jun	Illinois	Adams	Jun1997	
2	$119.69	$87.15	U.S.A.			OFFICE	DESK	3	1997	Jul	Illinois	Adams	Jul1997	
2	$8.77	$70.08	U.S.A.			OFFICE	DESK	3	1997	Aug	Illinois	Adams	Aug1997	
2	$65.69	$122.62	U.S.A.			OFFICE	DESK	3	1997	Sep	Illinois	Adams	Sep1997	
2	$14.23	$139.46	U.S.A.			OFFICE	DESK	4	1997	Oct	Illinois	Adams	Oct1997	
2	$137.38	$160.62	U.S.A.			OFFICE	DESK	4	1997	Nov	Illinois	Adams	Nov1997	
2	$89.15	$103.15	U.S.A.			OFFICE	DESK	4	1997	Dec	Illinois	Adams	Dec1997	
2	$124.23	$21.54	U.S.A.			FURNITURE	SOFA	1	1997	Jan	Illinois	Adams	Jan1997	
2	$90.00	$152.69	U.S.A.			FURNITURE	SOFA	1	1997	Feb	Illinois	Adams	Feb1997	
2	$86.85	$70.08	U.S.A.			FURNITURE	SOFA	1	1997	Mar	Illinois	Adams	Mar1997	
2	$117.92	$54.85	U.S.A.			FURNITURE	SOFA	2	1997	Apr	Illinois	Adams	Apr1997	
2	$106.85	$134.00	U.S.A.			FURNITURE	SOFA	2	1997	May	Illinois	Adams	May1997	
2	$104.31	$37.62	U.S.A.			FURNITURE	SOFA	2	1997	Jun	Illinois	Adams	Jun1997	
2	$48.08	$73.85	U.S.A.			FURNITURE	SOFA	3	1997	Jul	Illinois	Adams	Jul1997	
2	$100.69	$127.08	U.S.A.			FURNITURE	SOFA	3	1997	Aug	Illinois	Adams	Aug1997	
2	$16.15	$119.92	U.S.A.			FURNITURE	SOFA	3	1997	Sep	Illinois	Adams	Sep1997	
2	$14.92	$36.31	U.S.A.			FURNITURE	SOFA	4	1997	Oct	Illinois	Adams	Oct1997	
2	$115.00	$65.08	U.S.A.			FURNITURE	SOFA	4	1997	Nov	Illinois	Adams	Nov1997	
2	$78.54	$2.62	U.S.A.			FURNITURE	SOFA	4	1997	Dec	Illinois	Adams	Dec1997	
2	$148.77	$15.62	U.S.A.			FURNITURE	BED	1	1997	Jan	Illinois	Adams	Jan1997	
2	$133.92	$32.23	U.S.A.			FURNITURE	BED	1	1997	Feb	Illinois	Adams	Feb1997	
2	$22.23	$150.46	U.S.A.			FURNITURE	BED	1	1997	Mar	Illinois	Adams	Mar1997	
2	$52.77	$89.00	U.S.A.			FURNITURE	BED	2	1997	Apr	Illinois	Adams	Apr1997	
2	$147.54	$37.38	U.S.A.			FURNITURE	BED	2	1997	May	Illinois	Adams	May1997	
2	$151.92	$66.69	U.S.A.			FURNITURE	BED	2	1997	Jun	Illinois	Adams	Jun1997	
2	$83.77	$114.08	U.S.A.			FURNITURE	BED	3	1997	Jul	Illinois	Adams	Jul1997	
2	$137.92	$56.54	U.S.A.			FURNITURE	BED	3	1997	Aug	Illinois	Adams	Aug1997	
2	$144.31	$114.85	U.S.A.			FURNITURE	BED	3	1997	Sep	Illinois	Adams	Sep1997	
2	$131.31	$160.69	U.S.A.			FURNITURE	BED	4	1997	Oct	Illinois	Adams	Oct1997	
2	$42.62	$76.00	U.S.A.			FURNITURE	BED	4	1997	Nov	Illinois	Adams	Nov1997	
2	$83.00	$83.15	U.S.A.			FURNITURE	BED	4	1997	Dec	Illinois	Adams	Dec1997	
2	$68.31	$36.08	U.S.A.			OFFICE	CHAIR	1	1997	Jan	Illinois	Adams	Jan1997	
2	$103.38	$90.85	U.S.A.			OFFICE	CHAIR	1	1997	Feb	Illinois	Adams	Feb1997	
2	$72.92	$96.77	U.S.A.			OFFICE	CHAIR	1	1997	Mar	Illinois	Adams	Mar1997	
2	$110.62	$41.00	U.S.A.			OFFICE	CHAIR	2	1997	Apr	Illinois	Adams	Apr1997	
2	$98.31	$31.08	U.S.A.			OFFICE	CHAIR	2	1997	May	Illinois	Adams	May1997	
2	$111.62	$104.00	U.S.A.			OFFICE	CHAIR	2	1997	Jun	Illinois	Adams	Jun1997	
2	$82.38	$142.08	U.S.A.			OFFICE	CHAIR	3	1997	Jul	Illinois	Adams	Jul1997	
2	$37.38	$2.69	U.S.A.			OFFICE	CHAIR	3	1997	Aug	Illinois	Adams	Aug1997	
2	$85.38	$107.23	U.S.A.			OFFICE	CHAIR	3	1997	Sep	Illinois	Adams	Sep1997	
2	$150.92	$34.69	U.S.A.			OFFICE	CHAIR	4	1997	Oct	Illinois	Adams	Oct1997	
2	$114.92	$83.15	U.S.A.			OFFICE	CHAIR	4	1997	Nov	Illinois	Adams	Nov1997	
2	$83.92	$160.23	U.S.A.			OFFICE	CHAIR	4	1997	Dec	Illinois	Adams	Dec1997	
2	$113.15	$80.23	U.S.A.			OFFICE	DESK	1	1997	Jan	Illinois	Adams	Jan1997	
2	$18.08	$99.38	U.S.A.			OFFICE	DESK	1	1997	Feb	Illinois	Adams	Feb1997	
2	$72.31	$68.77	U.S.A.			OFFICE	DESK	1	1997	Mar	Illinois	Adams	Mar1997	
2	$97.08	$34.46	U.S.A.			OFFICE	DESK	2	1997	Apr	Illinois	Adams	Apr1997	
2	$69.77	$126.92	U.S.A.			OFFICE	DESK	2	1997	May	Illinois	Adams	May1997	
2	$40.85	$17.15	U.S.A.			OFFICE	DESK	2	1997	Jun	Illinois	Adams	Jun1997	
2	$125.46	$73.62	U.S.A.			OFFICE	DESK	3	1997	Jul	Illinois	Adams	Jul1997	
2	$30.62	$15.85	U.S.A.			OFFICE	DESK	3	1997	Aug	Illinois	Adams	Aug1997	
2	$107.85	$61.77	U.S.A.			OFFICE	DESK	3	1997	Sep	Illinois	Adams	Sep1997	
2	$98.15	$150.92	U.S.A.			OFFICE	DESK	4	1997	Oct	Illinois	Adams	Oct1997	
2	$155.77	$91.77	U.S.A.			OFFICE	DESK	4	1997	Nov	Illinois	Adams	Nov1997	
2	$93.15	$70.08	U.S.A.			OFFICE	DESK	4	1997	Dec	Illinois	Adams	Dec1997	
2	$145.46	$152.62	U.S.A.			FURNITURE	SOFA	1	1998	Jan	Illinois	Adams	Jan1998	
2	$19.38	$56.46	U.S.A.			FURNITURE	SOFA	1	1998	Feb	Illinois	Adams	Feb1998	
2	$156.85	$81.85	U.S.A.			FURNITURE	SOFA	1	1998	Mar	Illinois	Adams	Mar1998	
2	$90.31	$161.85	U.S.A.			FURNITURE	SOFA	2	1998	Apr	Illinois	Adams	Apr1998	
2	$13.77	$1.69	U.S.A.			FURNITURE	SOFA	2	1998	May	Illinois	Adams	May1998	
2	$144.92	$113.31	U.S.A.			FURNITURE	SOFA	2	1998	Jun	Illinois	Adams	Jun1998	
2	$158.23	$48.15	U.S.A.			FURNITURE	SOFA	3	1998	Jul	Illinois	Adams	Jul1998	
2	$80.85	$64.31	U.S.A.			FURNITURE	SOFA	3	1998	Aug	Illinois	Adams	Aug1998	
2	$65.08	$104.31	U.S.A.			FURNITURE	SOFA	3	1998	Sep	Illinois	Adams	Sep1998	
2	$119.08	$23.54	U.S.A.			FURNITURE	SOFA	4	1998	Oct	Illinois	Adams	Oct1998	
2	$19.77	$122.23	U.S.A.			FURNITURE	SOFA	4	1998	Nov	Illinois	Adams	Nov1998	
2	$154.69	$160.31	U.S.A.			FURNITURE	SOFA	4	1998	Dec	Illinois	Adams	Dec1998	
2	$21.69	$130.00	U.S.A.			FURNITURE	BED	1	1998	Jan	Illinois	Adams	Jan1998	
2	$100.23	$24.77	U.S.A.			FURNITURE	BED	1	1998	Feb	Illinois	Adams	Feb1998	
2	$101.23	$152.08	U.S.A.			FURNITURE	BED	1	1998	Mar	Illinois	Adams	Mar1998	
2	$8.38	$142.85	U.S.A.			FURNITURE	BED	2	1998	Apr	Illinois	Adams	Apr1998	
2	$121.62	$40.08	U.S.A.			FURNITURE	BED	2	1998	May	Illinois	Adams	May1998	
2	$25.00	$97.08	U.S.A.			FURNITURE	BED	2	1998	Jun	Illinois	Adams	Jun1998	
2	$11.85	$152.92	U.S.A.			FURNITURE	BED	3	1998	Jul	Illinois	Adams	Jul1998	
2	$131.92	$76.31	U.S.A.			FURNITURE	BED	3	1998	Aug	Illinois	Adams	Aug1998	
2	$40.92	$114.15	U.S.A.			FURNITURE	BED	3	1998	Sep	Illinois	Adams	Sep1998	
2	$91.77	$67.69	U.S.A.			FURNITURE	BED	4	1998	Oct	Illinois	Adams	Oct1998	
2	$11.31	$66.23	U.S.A.			FURNITURE	BED	4	1998	Nov	Illinois	Adams	Nov1998	
2	$51.15	$15.62	U.S.A.			FURNITURE	BED	4	1998	Dec	Illinois	Adams	Dec1998	
2	$151.23	$144.38	U.S.A.			OFFICE	CHAIR	1	1998	Jan	Illinois	Adams	Jan1998	
2	$139.00	$19.15	U.S.A.			OFFICE	CHAIR	1	1998	Feb	Illinois	Adams	Feb1998	
2	$48.77	$64.38	U.S.A.			OFFICE	CHAIR	1	1998	Mar	Illinois	Adams	Mar1998	
2	$21.77	$108.62	U.S.A.			OFFICE	CHAIR	2	1998	Apr	Illinois	Adams	Apr1998	
2	$75.54	$150.00	U.S.A.			OFFICE	CHAIR	2	1998	May	Illinois	Adams	May1998	
2	$145.46	$82.85	U.S.A.			OFFICE	CHAIR	2	1998	Jun	Illinois	Adams	Jun1998	
2	$145.77	$96.38	U.S.A.			OFFICE	CHAIR	3	1998	Jul	Illinois	Adams	Jul1998	
2	$41.38	$34.38	U.S.A.			OFFICE	CHAIR	3	1998	Aug	Illinois	Adams	Aug1998	
2	$7.69	$69.62	U.S.A.			OFFICE	CHAIR	3	1998	Sep	Illinois	Adams	Sep1998	
2	$101.69	$138.46	U.S.A.			OFFICE	CHAIR	4	1998	Oct	Illinois	Adams	Oct1998	
2	$143.77	$85.15	U.S.A.			OFFICE	CHAIR	4	1998	Nov	Illinois	Adams	Nov1998	
2	$92.85	$118.62	U.S.A.			OFFICE	CHAIR	4	1998	Dec	Illinois	Adams	Dec1998	
2	$75.69	$35.15	U.S.A.			OFFICE	DESK	1	1998	Jan	Illinois	Adams	Jan1998	
