total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee
1221.85,0,0,0
874.24,0,0,0
2873,0,3918.46,39.1846
874.33,0,0,0
9158.94,0,0,0
4092.78,0,0,0
4838.64,0,0,0
4543.59,0,0,0
1476.96,0,0,0
3483.71,0,0,0
2656.88,0,0,0
3213.28,0,0,0
2130.99,0,0,0
2310.96,0,0,0
9786.15,0,0,0
5196.42,0,0,0
2157.03,0,0,0
684.21,0,0,0
3105.88,0,0,0
386.88,0,0,0
912.21,0,0,0
4141.96,0,0,0
196,0,0,0
5780.41,0,0,0
786.82,0,0,0
3523.93,0,0,0
1001.97,0,0,0
2042.47,0,0,0
4461.95,0,0,0
1792.56,0,0,0
814.96,0,0,0
56.88,0,0,0
478.37,0,1213.1,12.131
2923.35,0,0,0
1609.03,0,0,0
7813.48,0,0,0
3457.54,0,0,0
1126.91,0,0,0
2057.17,0,0,0
512.67,0,287.94,51.8292
1993.39,0,0,0
431.97,0,0,0
1070.68,0,0,0
2435.98,0,0,0
1879.68,0,0,0
1766.84,0,0,0
4093.99,0,0,0
3304.53,0,0,0
1181.02,0,0,0
1949.27,0,0,0
999.58,0,833.4,8.334
1067.49,0,0,0
3267.91,0,0,0
3372.36,0,2726.12,27.2612
1067.95,0,0,0
524.5,0,0,0
2661.88,0,0,0
2114.28,0,0,0
7345.46,0,0,0
1779.92,0,0,0
1481.84,0,0,0
11026.02,0,0,0
671.16,0,0,0
5129.15,0,0,0
7793.07,0,0,0
11776.73,0,0,0
3871.04,0,0,0
2816.11,0,0,0
3766.9,0,0,0
895.26,0,0,0
2179.12,0,0,0
686.16,0,0,0
2980.92,0,0,0
8349.7,0,0,0
3432.67,0,0,0
2258.06,0,0,0
4738.46,0,0,0
1745.87,0,0,0
618.77,0,0,0
1704.69,0,0,0
1932.85,0,0,0
499.01,0,0,0
11574.62,38.43,0,0
2274.04,0,0,0
9032.56,0,0,0
3389.2,0,0,0
1949.08,0,0,0
356,0,0,0
1520.72,0,0,0
2605.99,0,0,0
3368.77,0,0,0
3569.49,0,0,0
5709.98,0,0,0
2659.62,0,0,0
1215.77,0,0,0
1956.92,0,0,0
953.2,0,0,0
699.4,0,0,0
214.48,0,0,0
1311.34,0,0,0
9156.19,0,0,0
1101.37,0,0,0
1511.8,0,0,0
825.3,0,0,0
855.85,0,0,0
14218.98,0,0,0
1837.77,0,0,0
1916.66,0,0,0
995.42,0,0,0
1259.88,0,0,0
766.47,0,0,0
4344.74,0,0,0
1787.61,0,0,0
1835.93,0,0,0
8560.84,0,0,0
1902.6,0,0,0
842.64,0,0,0
1483.01,0,0,0
3530.39,0,0,0
809.95,0,0,0
66.78,0,0,0
1224.83,0,0,0
523.1,0,0,0
679.27,0,0,0
1038.85,0,0,0
796.61,0,0,0
823.29,0,4314.55,43.1455
1148.74,0,0,0
5346.64,0,0,0
8579.41,0,0,0
1170.51,0,0,0
8820.61,0,0,0
2140.89,0,0,0
2356.05,0,0,0
355.7,0,0,0
1397.2,0,0,0
569.49,0,0,0
133.13,0,0,0
2859.95,0,0,0
1284.63,0,0,0
1084.94,0,0,0
3248.52,0,0,0
5902.34,0,0,0
5299.47,0,0,0
276.13,0,0,0
446.73,0,0,0
1998.18,0,0,0
1666.53,0,0,0
1938.65,0,0,0
724.86,0,0,0
234.98,0,0,0
5720.07,0,0,0
952.53,0,0,0
2135.97,0,0,0
1227.1,0,0,0
1117.26,0,0,0
4461.61,0,0,0
3346.04,0,0,0
1872.78,0,0,0
285.02,0,0,0
1317.83,0,0,0
297.41,0,0,0
4662.08,0,4081.74,40.8174
3963.52,0,0,0
745.89,0,0,0
3318.71,0,0,0
2923.43,0,0,0
909.57,0,0,0
1587.5,0,0,0
3092.52,0,0,0
1553.25,0,0,0
3558.63,0,0,0
850.54,0,0,0
7617.16,0,0,0
1194.6,0,0,0
7241.78,0,0,0
4204.54,0,0,0
1165.06,0,0,0
5882.59,0,0,0
1835.93,0,0,0
9562.32,0,0,0
5465.05,0,0,0
2224.95,0,0,0
7088.67,0,0,0
97.3,0,0,0
1927.48,0,0,0
2667.21,0,0,0
1029.13,0,0,0
2822.11,0,0,0
3399.12,0,0,0
2164.17,0,0,0
1756.69,0,0,0
1714.36,0,0,0
2882.67,0,0,0
5365.91,0,0,0
815.46,0,0,0
1160.88,0,0,0
4398.89,0,0,0
13995.97,0,0,0
406.83,0,0,0
2901.01,0,0,0
983.6,0,0,0
1462.68,0,0,0
5412.66,0,0,0
2819.15,0,0,0
6273.45,0,0,0
1605.92,0,0,0
1423.7,0,0,0
4422.57,0,0,0
5670.18,0,0,0
2485.07,0,0,0
1578.17,0,0,0
1173.36,0,0,0
974.23,0,0,0
2229.99,0,0,0
4307.54,0,0,0
5339.83,0,0,0
3302.67,0,0,0
3954.21,0,0,0
3751.86,0,3137.02,31.3702
3563.43,0,0,0
3989.32,0,0,0
6031.55,0,0,0
1765.06,0,0,0
370.26,0,0,0
1924.84,0,0,0
654.71,0,0,0
1623.85,0,0,0
5717.96,0,0,0
1948.76,0,0,0
1038.13,0,0,0
8811.34,0,0,0
6855.03,0,0,0
2871.84,0,0,0
834.53,0,0,0
5645.79,0,0,0
11287.64,0,0,0
3398.82,0,0,0
995.68,0,0,0
3137.75,0,0,0
1751.58,0,0,0
2208.43,0,0,0
800.81,0,0,0
3665.71,0,0,0
1079.55,0,0,0
1629.34,0,0,0
14219.23,0,0,0
7098.6,0,0,0
1384.27,0,1190.75,11.9075
1085.56,0,1768.06,318.2508
5653.36,0,0,0
3060.28,0,0,0
3381.86,0,0,0
90.2,0,0,0
460.82,0,0,0
4725.29,0,0,0
14231.76,0,0,0
5822.86,0,0,0
2116.77,0,0,0
1713.29,0,0,0
3969.43,0,0,0
2630.41,0,0,0
5522.63,0,0,0
2002.27,0,0,0
4405.55,0,0,0
8697.99,0,0,0
9805.1,0,0,0
1238.86,0,0,0
2436.41,0,0,0
1948.6,0,0,0
6636.9,0,0,0
1558.99,15,0,0
1512.41,0,0,0
1975.9,0,0,0
4461.97,0,0,0
1838.21,0,0,0
1916.95,0,0,0
5184.47,0,0,0
2203.73,0,0,0
1585.09,0,0,0
4822.3,0,0,0
6795.21,0,0,0
1495.82,0,0,0
1609.93,0,0,0
6578.05,0,0,0
1539.1,0,0,0
1479.83,0,0,0
2148.75,0,0,0
8676.45,0,0,0
3247.17,0,0,0
1788.64,0,0,0
2228.67,0,0,0
1124.9,0,0,0
2742.41,0,0,0
4229.36,0,0,0
565.04,0,0,0
1449.48,0,0,0
1043.21,0,0,0
4983.94,0,0,0
2298.4,0,0,0
1318.57,0,0,0
2436.56,0,0,0
1941.13,0,0,0
6578.88,0,0,0
1541.86,0,0,0
3587.92,0,0,0
8868.57,0,0,0
4110.32,0,0,0
904.58,0,0,0
4945.07,0,0,0
1129.33,0,0,0
1363.4,0,0,0
3508.96,0,0,0
1838.29,0,0,0
2390.18,0,1662.7,299.286
837.65,0,0,0
2585.3,0,0,0
115.2,0,0,0
6153.19,0,0,0
5695.84,0,0,0
5483.49,0,0,0
1199.01,0,0,0
1725.49,0,0,0
4151.81,0,0,0
2206.17,0,0,0
2822.74,0,0,0
1779.9,0,0,0
721.42,0,0,0
3066.96,0,2019.68,20.1968
3908.38,0,0,0
1697.18,0,0,0
1259.83,0,0,0
6816.29,0,0,0
435.34,0,0,0
699.36,0,0,0
2419.26,0,0,0
1518.82,0,0,0
3653.71,0,0,0
856.89,0,0,0
11834.67,0,0,0
3496.65,0,0,0
4794.38,0,0,0
3326.71,0,0,0
2286.52,0,0,0
1552.91,0,0,0
2464.86,0,0,0
713.4,0,0,0
9626.5,0,0,0
3333.86,0,0,0
1935.45,0,0,0
1935.35,0,0,0
8553.52,0,0,0
614.53,0,0,0
2727.56,0,0,0
519.68,0,0,0
9431.36,0,0,0
2046.97,0,0,0
803.48,0,0,0
10833.6,0,0,0
7145.75,0,0,0
2822.79,0,0,0
1552.82,0,0,0
4007.91,0,0,0
1587.95,0,0,0
3941.89,0,0,0
1473.61,0,0,0
2881.42,0,2397.22,23.97220001
1136.53,0,0,0
856.36,0,0,0
1189.81,0,789.22,7.8922
7340.16,0,0,0
9450.82,0,0,0
2434.58,0,0,0
1471.09,0,0,0
82.65,0,0,0
2054.9,0,0,0
1067.95,0,0,0
1450.88,0,0,0
444,0,0,0
735.23,0,0,0
1829.16,0,0,0
33.48,0,0,0
5413.76,0,0,0
1579.68,0,0,0
2011.24,0,0,0
1163.06,0,0,0
1765.88,0,0,0
7115.34,0,0,0
3479.78,0,0,0
1239.02,0,0,0
774.09,0,0,0
983.67,0,0,0
2872.95,0,0,0
906.21,0,0,0
162.34,0,0,0
3770.13,0,0,0
1950.25,0,0,0
807.58,0,1404.56,14.0456
846.96,0,0,0
1126.55,0,0,0
4229.29,0,0,0
1000.77,0,0,0
2033.69,0,0,0
1238.53,0,0,0
4574.55,0,0,0
5522.52,0,0,0
1593.25,0,0,0
1548.32,0,0,0
2159.96,0,0,0
10740.36,0,5220.52,939.6936
2286.44,0,0,0
7166.82,0,0,0
7845.61,0,0,0
1299.68,0,0,0
1644.73,0,0,0
1119.97,0,0,0
5720.01,0,0,0
7351.47,0,0,0
5197.63,0,0,0
4804.29,0,0,0
3899.81,0,0,0
7047.35,0,0,0
4452.53,0,0,0
161.74,0,0,0
1965.65,0,0,0
5512.98,0,0,0
5643.62,0,0,0
1374.24,0,0,0
1543.08,0,0,0
7438.28,0,0,0
1044.4,0,0,0
3559.87,0,0,0
1697.02,0,0,0
3202.13,0,0,0
4414.3,0,0,0
812.61,0,0,0
209.62,0,0,0
1471.55,0,0,0
2135.92,0,0,0
873.29,0,0,0
5289.2,0,3424.77,616.4586
3762.33,0,0,0
2190.05,0,2569.89,25.6989
454.56,0,0,0
3563.42,0,0,0
2256.7,0,0,0
1182.23,0,0,0
3354.55,0,0,0
1075.04,0,0,0
10320.99,0,0,0
3859.1,0,0,0
5277.57,0,0,0
1323.92,0,0,0
1292.88,0,0,0
13216.28,0,0,0
4234.26,0,0,0
3042.64,0,2267.37,22.6737
1259.8,0,0,0
1432.28,0,0,0
1741.83,0,0,0
735.49,0,0,0
16200.23,0,0,0
355.53,0,0,0
3806.24,0,3158.39,568.5102
754.52,0,0,0
1649.44,0,0,0
3097.08,0,0,0
1554.79,0,0,0
918.73,0,0,0
5669.04,0,0,0
3420.77,0,0,0
2717.18,0,0,0
2744.23,0,0,0
1985.73,0,0,0
893.54,0,0,0
3844.47,0,2411,433.98
3004.78,0,0,0
6066.71,0,0,0
2059.37,0,0,0
2070.42,0,0,0
1283.63,0,0,0
2864.56,0,0,0
464.15,0,0,0
13541.99,0,0,0
2206.5,0,0,0
3276.53,0,0,0
6187.28,0,0,0
2939.84,0,0,0
2730.48,0,0,0
2801.88,0,0,0
3956.45,0,0,0
319,0,0,0
1478.53,0,0,0
2962.1,0,0,0
5643.41,0,2990.23,538.2414
1040.4,0,0,0
1143.73,0,0,0
380.58,0,0,0
973.66,0,494.61,89.0298
2445.45,0,0,0
8904.76,0,0,0
5537.31,0,0,0
3605.54,0,0,0
2892.25,0,0,0
620.22,0,0,0
11025.93,0,0,0
3147.19,0,0,0
1306.01,0,0,0
2519.7,0,0,0
3069.24,0,0,0
1973.03,0,0,0
811.97,0,979.16,9.7916
5720.07,0,0,0
2312.91,0,0,0
2793.66,0,0,0
2501.64,0,0,0
3954.72,0,0,0
3273.99,0,0,0
4503.16,0,0,0
7311.51,0,0,0
453.99,0,0,0
13410.64,0,0,0
4262.08,0,0,0
427.68,0,0,0
1066.16,0,0,0
7441.68,0,0,0
1700.3,0,0,0
997.88,0,0,0
1096.21,0,1308.25,13.0825
1949.12,0,0,0
2068.15,0,0,0
1640.62,0,0,0
1955.04,0,0,0
2131.78,0,0,0
858.91,0,0,0
4882.44,0,0,0
0,0,1667.52,16.6752
1612.17,0,0,0
1488.52,0,0,0
1614.02,0,0,0
2070.52,0,0,0
2191.49,0,0,0
894.47,0,0,0
8553.49,0,0,0
684.19,0,0,0
2875.03,0,0,0
1238.58,0,0,0
1656.03,0,0,0
656.88,0,0,0
748.07,0,1195.62,215.2116
7805.89,0,0,0
967.57,0,0,0
1765.2,0,0,0
1477.23,0,0,0
2142.36,0,0,0
11162.41,0,0,0
2281.08,0,2088.55,375.939
2851.69,0,0,0
686,0,0,0
4281.87,0,0,0
473.74,0,0,0
8593.7,0,0,0
6074.7,0,0,0
747.52,0,0,0
9018.28,0,0,0
654,0,0,0
552.63,0,0,0
4425.92,0,0,0
6300.41,0,0,0
1681.14,0,0,0
11174.75,0,0,0
1513.09,0,0,0
6499.85,0,0,0
11607.02,0,0,0
258.75,0,0,0
366.7,0,0,0
1126.25,0,0,0
389.59,0,0,0
1957.4,0,0,0
6084.46,0,0,0
2042.38,0,0,0
7100.19,0,0,0
1592.69,0,0,0
2349.5,0,0,0
594.41,0,0,0
935.89,0,0,0
7128.38,0,0,0
4728.95,0,0,0
2497.81,0,0,0
2322.43,0,0,0
6348.64,0,0,0
1306.05,0,2387.73,429.7914
7882.83,0,0,0
671.1,0,0,0
1997.68,0,0,0
3458.13,0,0,0
1409.44,0,0,0
795.63,0,0,0
572.48,0,0,0
5944.45,0,0,0
1361.03,0,0,0
2002.55,0,0,0
2264.45,0,0,0
2119.34,0,0,0
2474.22,0,0,0
2744.54,0,8207.96,1395.3532
1464.35,0,0,0
9694.21,0,0,0
2146.91,0,0,0
9540.87,0,0,0
1883.45,0,0,0
1495.16,0,0,0
683.49,0,0,0
12721.71,0,0,0
881.85,0,0,0
2205.39,0,0,0
3876.04,0,0,0
3250.43,0,0,0
0,0,2508.31,25.0831
2491.87,0,0,0
10411.25,0,0,0
2377.14,0,0,0
219.4,0,0,0
2147.34,0,0,0
744.98,0,0,0
3483.95,0,0,0
2758.18,0,0,0
5654.58,0,0,0
7478.84,0,0,0
506.75,0,0,0
1602.52,0,0,0
389.88,0,0,0
488.25,0,0,0
1748.55,0,0,0
1579.66,0,0,0
17188.92,0,0,0
2163.53,0,1761.9,17.619
1523.46,0,0,0
559.99,0,0,0
422.92,0,0,0
1552.01,0,0,0
11025.91,0,0,0
66.75,0,0,0
1470.47,0,0,0
895.3,0,0,0
1474.67,0,0,0
2822.71,0,0,0
1793.64,0,1655.23,297.9414
1613.41,15,0,0
430.44,0,0,0
4804.1,0,0,0
1203.65,0,0,0
1829.05,0,0,0
392.27,0,0,0
2250.58,0,0,0
1871.5,0,0,0
2207.34,0,0,0
260.07,0,0,0
2932.26,0,0,0
6005.73,0,4720.11,849.6198
562.06,0,0,0
2579.29,0,0,0
927.76,0,0,0
815.96,0,0,0
4019.97,0,0,0
2041.58,0,0,0
1889.76,0,0,0
1828.29,0,0,0
4410.33,0,0,0
5949.24,0,0,0
1640.56,0,0,0
1977.01,0,0,0
1300.67,0,2217.52,22.17520001
5667.05,0,0,0
1709.48,0,0,0
394.05,0,0,0
8932.59,0,0,0
6711.22,0,0,0
1862.86,0,0,0
12595.9,0,0,0
985.31,0,0,0
1887.02,0,0,0
2669.85,0,0,0
1178.16,0,0,0
2042.38,0,0,0
4548.8,0,0,0
2836.14,0,0,0
1334.72,0,0,0
6535.13,0,4684.31,46.73029999
2206.19,0,0,0
3954.84,0,0,0
1308.8,0,0,0
6941.54,0,0,0
2356.53,0,0,0
1031.31,0,2377.9,23.779
9450.68,0,0,0
2683.32,0,0,0
5460.18,0,0,0
1793.52,0,0,0
4234.24,0,0,0
4155.9,0,0,0
816.29,0,1287.17,12.87169999
2533.78,0,0,0
1425.26,0,0,0
11275.92,0,0,0
3301.76,0,0,0
1779.93,0,0,0
1511.42,0,0,0
1465.97,0,0,0
1134.22,0,0,0
6432.13,0,0,0
1798.14,0,0,0
2298.88,0,0,0
9838.31,0,0,0
309.74,0,0,0
3528.17,0,0,0
1225.41,0,0,0
5040.33,0,0,0
895.21,0,743.49,7.4349
1712.67,0,0,0
2042.43,0,0,0
3110.59,0,0,0
3341.56,0,0,0
1779.98,0,0,0
3395.46,0,0,0
2597.7,0,0,0
1432.11,0,0,0
597.27,0,0,0
2069.08,0,1580.23,15.8023
1643.28,0,0,0
2425.17,0,0,0
4003.93,0,0,0
2588.26,0,0,0
3971.58,0,0,0
110.32,0,0,0
1509.76,0,0,0
4023.28,0,0,0
690.53,0,0,0
1234.98,0,0,0
885.45,0,0,0
270.3,0,0,0
2560.54,0,0,0
1741.65,0,0,0
427.62,0,0,0
1227.02,0,0,0
3034.87,0,0,0
8084.02,0,0,0
11546.71,0,0,0
4515.32,0,0,0
17.62,0,0,0
11319.68,0,0,0
8820.77,0,0,0
1268.74,0,0,0
1377.63,0,0,0
816.92,0,0,0
1448.41,0,0,0
5251.94,0,0,0
5381.88,0,0,0
1330.73,0,0,0
1033.69,0,0,0
1360.02,0,0,0
4744.83,41.19,0,0
2722.18,0,0,0
485.98,0,0,0
1557.94,0,1042.38,187.6284
4417.91,0,0,0
3934.19,0,0,0
1754.62,0,0,0
81.23,0,0,0
1786.03,0,0,0
1129.8,0,0,0
356,0,0,0
1129.72,0,0,0
1426.62,0,2765.29,27.6529
1548.69,0,0,0
303.3,0,0,0
218.62,0,0,0
3562.08,0,0,0
4282.54,0,0,0
2009.45,0,0,0
716.89,0,0,0
2271.19,0,0,0
3788.64,0,0,0
1064.43,0,0,0
163.31,0,0,0
1466.27,0,0,0
2148.21,0,0,0
837.89,0,0,0
4809.3,0,0,0
877.86,0,1235.43,12.3543
2786.05,0,0,0
6300.59,0,0,0
4171.34,0,0,0
747.66,0,608.55,109.539
1470.79,0,0,0
11983.36,0,0,0
1875.52,0,0,0
4691.25,0,0,0
4206.97,0,0,0
181.04,0,0,0
1276.52,0,0,0
7430.36,0,0,0
8574.82,0,0,0
456.38,0,0,0
2141.81,0,0,0
735.76,0,0,0
2429.05,0,0,0
5768.11,0,0,0
800.16,0,0,0
6210.3,0,0,0
371.85,0,0,0
3531.1,0,0,0
1730.79,0,0,0
940.66,0,0,0
1143.5,0,0,0
1911.78,0,0,0
2741.52,0,0,0
2146.24,0,0,0
1514.53,0,0,0
324.83,0,0,0
3105.77,0,0,0
3403.86,0,0,0
5216.48,0,0,0
8530.81,0,0,0
1584.56,0,0,0
9894.62,0,0,0
1625.21,0,0,0
3309.12,0,0,0
2661.24,0,0,0
2784.36,0,0,0
3196.29,0,0,0
3252.84,0,0,0
6269.2,0,0,0
6256.51,0,0,0
145.13,0,0,0
4461.57,0,0,0
3248.98,0,0,0
2189.88,0,0,0
5461.72,0,0,0
4919.44,0,0,0
4858.93,0,0,0
3544.41,0,0,0
2322.56,0,0,0
6559.39,0,0,0
1082.11,0,0,0
6161.19,0,0,0
437.45,0,8785.54,1278.2286
3766.96,0,0,0
1469.58,0,0,0
3166.57,0,0,0
1783.04,0,0,0
3534.6,0,0,0
1491.75,0,0,0
604.55,0,439.59,79.1262
3894.27,0,0,0
2444.2,0,0,0
2648.64,0,0,0
3030.04,0,0,0
3871.05,0,0,0
1262.92,0,0,0
2146.4,0,0,0
3953.14,0,0,0
420.83,0,0,0
4049.48,0,0,0
2042.54,0,0,0
8272.74,0,0,0
2749.91,0,0,0
2869.31,0,0,0
1348.38,0,0,0
4032.3,0,0,0
12551.93,0,0,0
5300.66,0,0,0
1721.79,0,0,0
1178.23,0,0,0
533.42,0,0,0
2827.99,0,3081.94,30.8194
2954.6,0,0,0
1404.72,0,0,0
2866.17,0,0,0
1652.56,0,0,0
676.49,0,0,0
1275.31,0,0,0
2056.88,0,0,0
10808.36,0,0,0
3338.82,0,0,0
2076.52,15,0,0
1764.73,0,0,0
889.06,0,0,0
1390.21,0,0,0
1750.77,0,0,0
1423.91,0,0,0
1070.89,0,0,0
593.26,0,0,0
4271.82,0,0,0
1972.53,0,0,0
2081.09,0,0,0
1620.14,0,0,0
882.2,0,0,0
1506.85,0,0,0
881.64,0,0,0
1129.9,0,0,0
4801.53,0,0,0
2273.99,0,0,0
387,0,0,0
7296.04,0,0,0
1912.07,0,0,0
1853.67,0,0,0
1024.64,0,0,0
1449.06,0,0,0
8223.62,0,0,0
1380.88,0,0,0
3564.57,0,0,0
6938.31,0,0,0
2167.44,0,0,0
4042.08,0,0,0
2904.81,0,0,0
0,0,0,0
961.44,0,0,0
7826.54,0,0,0
4768.56,0,0,0
2945.75,0,0,0
984.88,0,0,0
608.5,0,0,0
776.1,0,0,0
1501.77,0,0,0
209.68,0,0,0
2175.32,0,0,0
1520.93,0,0,0
6348.05,0,0,0
1579.12,0,0,0
5538.67,0,0,0
4176.42,0,0,0
1811.41,0,0,0
1347.3,0,0,0
2653.75,0,0,0
113.85,0,0,0
4153.04,15.03,0,0
1487.19,0,0,0
1657.33,0,0,0
2274.32,0,0,0
5496.43,0,0,0
2370.75,0,0,0
15078.79,0,0,0
2015.11,0,0,0
5025.22,0,0,0
686.2,0,0,0
3551.31,0,0,0
6128.03,0,0,0
2108.29,0,0,0
2501.75,0,0,0
2904.07,0,0,0
12265.93,0,0,0
4084.76,0,0,0
2503.63,0,0,0
713.88,0,0,0
16298.47,0,0,0
811.83,0,0,0
4304.87,0,0,0
3714.28,0,0,0
1087.92,0,0,0
1744.81,0,0,0
2824.86,0,0,0
790.9,0,0,0
1139.32,0,0,0
1397.7,15,0,0
1131.94,0,0,0
2414.95,32.73,2207.48,22.0748
2648.8,0,0,0
922.65,0,0,0
1031.56,0,0,0
2112.64,0,1701.74,306.3132
2296.44,0,0,0
820,0,0,0
4430.13,0,0,0
2709.4,0,0,0
2615.48,0,2330.94,419.5692
4562.57,0,0,0
1087.69,0,0,0
6305.23,0,0,0
8113.44,0,0,0
1348.77,0,0,0
1693.66,0,0,0
788.61,0,0,0
92.86,0,0,0
371.93,0,0,0
7269.43,0,0,0
1267.93,0,0,0
7174.56,0,0,0
408.09,0,0,0
3383.47,0,0,0
386.85,0,0,0
4239.81,0,0,0
715.56,0,0,0
1492.77,0,0,0
1646.37,0,0,0
778.22,0,0,0
231.58,0,0,0
924.31,0,0,0
3259.3,0,0,0
3940.55,0,0,0
2369.11,0,0,0
6990.41,0,0,0
1159.04,0,1036.47,10.3647
844.17,0,0,0
967.56,0,0,0
5841.72,0,0,0
3622.66,0,0,0
3139.58,0,0,0
1471.55,0,0,0
4411.85,0,0,0
2123.15,0,0,0
1734.89,0,0,0
3966.53,0,0,0
1049.2,0,0,0
192.26,0,0,0
6373.24,0,0,0
4784.34,0,0,0
731.1,0,0,0
516.11,0,0,0
2242.15,0,0,0
320.32,0,0,0
9297.39,0,0,0
1459.74,0,1658.53,16.5853
3493.54,0,0,0
3337.6,0,0,0
1859.45,0,0,0
1750.1,0,0,0
2974.45,0,2026.38,364.7484
1904.65,0,0,0
1062.58,0,0,0
3997.01,0,0,0
4359.07,0,0,0
318.26,0,0,0
2866.34,0,0,0
2353.27,0,0,0
2320.63,0,0,0
716.76,0,0,0
762.06,0,0,0
1811.41,0,0,0
1514.1,0,0,0
3392.72,0,0,0
5720.07,0,0,0
750.36,0,0,0
2669.85,0,0,0
2712.77,0,0,0
1021.19,0,0,0
3772.83,0,0,0
2974.63,0,0,0
2060.03,0,0,0
871.6,0,0,0
1020.51,0,0,0
2669.97,0,0,0
11479.01,0,0,0
1025.24,0,0,0
991.44,0,0,0
2155.76,0,0,0
4704.86,0,0,0
1839.98,0,0,0
5052.94,0,0,0
8124.86,0,0,0
1518.11,0,0,0
1385.17,0,0,0
2542.16,0,0,0
1968.19,0,0,0
2588.37,0,0,0
2080.11,0,0,0
486.9,0,0,0
885.16,0,0,0
3756.45,0,0,0
2346.45,0,0,0
8301.73,0,0,0
4847.39,0,0,0
5412.19,0,0,0
2237.26,0,0,0
1307.55,0,0,0
444.28,0,0,0
499.44,0,0,0
746.38,0,0,0
1228.02,0,0,0
6124.57,0,0,0
933.04,0,0,0
2903.02,0,0,0
1349.1,0,0,0
2425.55,0,0,0
4235.11,0,0,0
1448.39,0,0,0
1970.85,0,0,0
1623.82,0,0,0
3196.98,0,0,0
4264.93,0,0,0
4715.42,0,0,0
1958.51,0,0,0
2769.42,0,0,0
1240.93,0,0,0
607.82,0,0,0
502.57,0,0,0
4372.85,0,0,0
4011.45,0,0,0
1220.71,0,0,0
3156.66,0,0,0
1211.71,0,0,0
293.24,0,0,0
1279.68,0,0,0
4346.16,0,0,0
4393.2,0,0,0
10010,0,0,0
6839.94,0,0,0
8119.81,0,0,0
748.08,0,0,0
2157.89,0,0,0
723.04,0,0,0
4054.82,0,0,0
2881.19,0,0,0
13644.37,0,0,0
1744.29,0,0,0
2261.64,0,0,0
950.61,0,0,0
2181.95,0,0,0
1177.25,0,0,0
1066.87,0,0,0
2034.69,0,0,0
1496.74,0,0,0
325.33,0,0,0
2071.45,0,0,0
6467.3,0,0,0
2462.17,0,0,0
10857.39,0,0,0
1335.49,0,4608,46.08
3406.95,0,0,0
2855.18,29.81,0,0
1740.79,0,0,0
2103.09,0,0,0
1102.84,0,0,0
4032.18,0,0,0
1221.77,0,0,0
5428.57,0,0,0
162,0,0,0
10411.14,0,0,0
1604.55,0,0,0
6165.8,0,0,0
778.38,0,0,0
2172.08,0,0,0
6245.01,0,0,0
1657.15,0,0,0
1303.32,0,0,0
11357.48,0,0,0
8195.86,0,0,0
1199.98,0,0,0
2808.74,0,0,0
1646.16,0,0,0
2537.55,0,0,0
2106.83,15,0,0
5025.05,20.03,0,0
4396.89,0,0,0
6030.72,0,0,0
3635.8,0,0,0
5823.7,37.9,0,0
299.02,0,0,0
997.33,0,0,0
13723.99,0,0,0
7715.59,0,0,0
7091.61,0,0,0
2178.73,0,0,0
670.19,0,0,0
4560.05,0,0,0
9546.96,0,0,0
12130.79,0,0,0
2818.92,0,0,0
3463.58,0,0,0
5932.33,0,0,0
1652.38,0,0,0
1502.39,0,0,0
5108.31,0,0,0
4118.99,0,0,0
2334.77,0,0,0
1423.91,0,0,0
497.56,0,0,0
735.78,0,0,0
2107.94,0,0,0
2770.53,0,0,0
1180.31,0,0,0
6125,0,0,0
2925.84,0,0,0
1641.8,0,0,0
2176.05,0,0,0
1761.62,0,0,0
5040.76,0,0,0
3128.8,0,0,0
1399.38,0,0,0
808.94,0,0,0
2309.23,0,0,0
1327.45,0,0,0
748.21,0,0,0
1004.61,0,1430.33,14.3033
3968.23,0,0,0
1328.25,0,0,0
3874.16,0,0,0
2227.14,0,0,0
2960.57,0,0,0
389.24,0,0,0
4335.13,0,0,0
3871.86,0,0,0
2461.34,0,0,0
1467.3,0,0,0
919.7,0,0,0
2645.96,0,0,0
406.29,0,0,0
596.75,0,465.27,4.6527
6450.35,0,0,0
1493.16,0,0,0
1271.6,0,0,0
2777.54,0,0,0
10508.43,0,0,0
455.76,0,0,0
3367.38,0,0,0
1744.77,0,0,0
1206.73,0,0,0
1070.24,0,0,0
4132.11,0,0,0
5084.32,0,0,0
952.36,0,0,0
4397.02,0,0,0
564.74,0,0,0
957.84,0,0,0
1487.74,0,0,0
1633.3,0,0,0
4027.1,0,0,0
5766.58,0,0,0
1422.53,0,0,0
1831.8,0,0,0
1764.66,0,0,0
4418.63,0,0,0
1383.86,0,0,0
826.27,0,0,0
844.82,0,0,0
1310.64,0,593.17,106.7706
1140.38,0,0,0
4095.12,0,0,0
2716.99,0,0,0
578.38,0,0,0
5044.04,0,0,0
1932.31,0,0,0
4297.36,0,0,0
1083.93,0,0,0
1809,0,0,0
2549.22,0,0,0
7982.05,36.68,0,0
2982.71,0,0,0
2420.72,0,0,0
1946.01,0,0,0
3865.82,0,0,0
4676.3,0,0,0
6651.81,0,0,0
704.77,0,0,0
363.47,0,0,0
7392.25,0,0,0
1220.63,0,0,0
1584.14,0,0,0
4025.4,0,0,0
6500.45,0,0,0
2577.67,0,0,0
2363.61,0,0,0
3303.24,0,0,0
